row,product_handle,created_at,author,rating,source
173,sihoo-doro-s100-ergonomic-office-chair,2025-11-30,Mayank,5,sihoo.com (US) Okendo review 0942a116-fc08-435c-b981-ddac6f73d4c7
174,sihoo-doro-s100-ergonomic-office-chair,2025-12-02,David,5,sihoo.com (US) Okendo review 58662ce3-7741-4ec8-a34c-cb76344d862e
175,sihoo-doro-s100-ergonomic-office-chair,2025-12-08,Panyi,5,sihoo.com (US) Okendo review 318a582d-a59b-41d7-9969-6e00400305a0
176,sihoo-doro-s100-ergonomic-office-chair,2025-12-17,Jurate,5,sihoo.com (US) Okendo review 1d5aa73e-a42c-4acf-bd2e-a5e6565dc931
177,sihoo-doro-s100-ergonomic-office-chair,2025-12-18,Colin,5,sihoo.com (US) Okendo review ed3e2f50-dc1b-4ead-bfe7-173f5a33a435
178,sihoo-doro-s100-ergonomic-office-chair,2025-12-26,Manfred,5,sihoo.com (US) Okendo review ee326498-f6ba-407a-af93-9ba54c0fb04b
179,sihoo-doro-s100-ergonomic-office-chair,2025-12-28,Fran?ois,5,sihoo.com (US) Okendo review 96075f84-ffc5-46bb-8ac9-69b1344dbd68
180,sihoo-doro-s100-ergonomic-office-chair,2026-02-01,Antoine,5,sihoo.com (US) Okendo review 5eb6d033-9495-47fa-a613-02343a7305db
181,sihoo-doro-s100-ergonomic-office-chair,2026-02-12,Manuel P.,5,sihoo.com (US) Okendo review 453e61d7-75d1-4991-b0c4-932d355dd76a
182,sihoo-doro-s100-ergonomic-office-chair,2026-02-23,Greg D.,5,sihoo.com (US) Okendo review 54c59dab-102b-4d27-93af-010fe7e1fec2
183,sihoo-doro-s100-ergonomic-office-chair,2026-05-05,Samantha C.,5,sihoo.com (US) Okendo review fbc45c23-80ea-45e7-8aa4-1c3e7cdd60c0
184,sihoo-doro-s100-ergonomic-office-chair,2026-05-08,Carol T.,5,sihoo.com (US) Okendo review 7216912e-fb03-457f-bdde-4f804a449283
185,sihoo-doro-s100-ergonomic-office-chair,2026-05-10,Joshua H.,5,sihoo.com (US) Okendo review 42bf2d16-d93c-428a-b191-9da7a0b32510
186,sihoo-doro-s100-ergonomic-office-chair,2026-05-11,Christine M.,5,sihoo.com (US) Okendo review bd879a15-3fd7-4a1d-8d51-1ed734a5ef00
187,sihoo-doro-s100-ergonomic-office-chair,2026-05-12,Kevin C.,3,sihoo.com (US) Okendo review f75f5887-7e00-487a-a083-bd8ed9c42856
188,sihoo-doro-s100-ergonomic-office-chair,2026-05-13,Deborah R.,5,sihoo.com (US) Okendo review 6476cd13-9c82-4d53-8ccc-262f8f15553e
189,sihoo-doro-s100-ergonomic-office-chair,2026-05-14,Brian P.,5,sihoo.com (US) Okendo review f4b1c572-006c-4e12-a113-0d2be545f18c
